alpha-2,geo,name
AM,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[46.54723739624029, 38.872734069824276], [46.13686370849615, 38.83484268188499], [45.70893859863298, 39.60648727416992], [45.456829071045206, 39.504371643066406], [45.08194351196289, 39.78549957275408], [44.772602081298885, 39.7136497497558], [44.262771606445256, 40.05001449584984], [43.90547943115263, 40.01846694946289], [43.545551300049, 40.477050781250114], [43.750053405762, 40.6805801391601], [43.47107315063505, 41.1294860839846], [44.862003326416186, 41.21937561035185], [45.00405502319347, 41.30142211914057], [45.57003402709961, 40.82451248168945], [45.43578720092779, 40.51401901245134], [45.97721481323259, 40.21289443969749], [45.80618667602545, 39.93095016479492], [46.62765121459961, 39.22427368164074], [46.54723739624029, 38.872734069824276]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""AM""}}",Armenia
AW,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-69.97819519042969, 12.469861030578727], [-70.0512466430664, 12.624029159545898], [-69.8845825195312, 12.478471755981502], [-69.97819519042969, 12.469861030578727]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""AW""}}",Aruba
AU,"{""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[144.72973632812523, -40.65837097167952], [146.3916625976567, -41.17139053344715], [147.48403930664085, -40.983154296874886], [147.96000671386741, -40.75777816772438], [148.22383117675804, -40.845729827880746], [148.3374938964846, -41.28250122070301], [148.35656738281273, -42.19395446777327], [148.0733337402346, -42.11388778686501], [147.7102813720703, -43.19194412231434], [147.53111267089855, -42.782024383544695], [146.86412048339855, -43.63277053833008], [146.04464721679722, -43.55437088012678], [145.4956359863288, -42.99234390258778], [144.61138916015693, -40.934444427490064], [144.72973632812523, -40.65837097167952]]], [[[147.94444274902355, -39.72027587890602], [148.2894439697268, -39.96805572509754], [148.04646301269577, -40.25012207031227], [147.94444274902355, -39.72027587890602]]], [[[143.95056152343807, -39.57805633544888], [144.09388732910168, -40.054164886474496], [143.88000488281273, -40.122501373290845], [143.95056152343807, -39.57805633544888]]], [[[137.63018798828182, -35.56407546997059], [137.7436065673835, -35.85194396972639], [137.45971679687523, -36.07527923583967], [136.75807189941474, -36.05015945434559], [136.58610534668026, -35.748889923095476], [137.63018798828182, -35.56407546997059]]], [[[153.25555419921886, -24.69694519042946], [153.35722351074276, -25.00944328308094], [153.10833740234398, -25.556943893432504], [152.9930572509769, -25.22222137451149], [153.25555419921886, -24.69694519042946]]], [[[139.55027770996128, -16.389724731445142], [139.45266723632835, -16.661529541015454], [139.16087341308616, -16.60839843749983], [139.55027770996128, -16.389724731445142]]], [[[136.72808837890636, -13.655650138854753], [136.73010253906307, -14.191463470458757], [136.4213867187501, -14.196109771728459], [136.42274475097702, -13.815899848937931], [136.72808837890636, -13.655650138854753]]], [[[130.3480529785163, -11.331110954284554], [130.60949707031295, -11.825986862182447], [130.03080749511764, -11.807051658630144], [130.3480529785163, -11.331110954284554]]], [[[130.40208435058605, -11.16360855102522], [130.70857238769565, -11.38399887084961], [131.25097656250023, -11.19278144836403], [131.5273895263672, -11.47794723510708], [130.95056152343795, -11.940554618835222], [130.49197387695335, -11.65417003631569], [130.40208435058605, -11.16360855102522]]], [[[122.46228027343795, -16.95611572265608], [122.77728271484432, -16.580200195312443], [123.14630126953159, -16.704223632812386], [123.1657104492192, -16.920288085937273], [123.58007812500057, -17.523315429687273], [123.73187255859409, -16.78692626953108], [123.50170898437523, -16.658691406249773], [123.59887695312545, -16.323608398437386], [124.3969116210942, -16.339416503906023], [124.3920822143557, -15.745277404784929], [124.70082855224621, -15.258054733276197], [124.91999816894588, -15.356666564941293], [125.01803588867244, -14.979829788207894], [125.40816497802746, -15.1603870391844], [125.14134216308639, -14.748570442199537], [125.61183929443382, -14.512657165527116], [125.5910339355471, -14.24382209777815], [126.04333496093795, -14.537221908569222], [126.0561218261721, -14.24741363525385], [126.43833160400436, -13.98305416107155], [126.5644149780278, -14.218819618225098], [126.9635314941412, -13.746170043945085], [127.34695434570335, -13.906309127807447], [127.8236083984375, -14.450554847717115], [128.21417236328182, -14.710832595825025], [128.05528259277355, -15.47722244262684], [128.28111267089855, -15.329167366027662], [128.47805786132858, -14.80666637420643], [129.04943847656273, -15.130000114440747], [129.67304992675815, -15.19888877868641], [129.81361389160224, -14.601666450500375], [129.3563842773442, -14.423889160156136], [129.7238922119143, -14.008609771728345], [129.82583618164097, -13.51055526733387], [130.2596588134768, -13.296599388122331], [130.11694335937557, -13.166111946105843], [130.57592773437545, -12.40690898895241], [131.0387878417971, -12.351479530334359], [131.29888916015625, -12.042300224304029], [131.41999816894565, -12.273611068725302], [132.06027221679756, -12.306112289428597], [132.63037109375023, -12.087691307067871], [132.46139526367256, -11.46055698394764], [132.05999755859398, -11.434720993041765], [131.8160552978518, -11.222285270690804], [132.34112548828148, -11.134043693542253], [132.73355102539108, -11.519042015075456], [132.91767883300815, -11.332212448120004], [133.1527709960942, -11.706389427184774], [133.61111450195358, -11.842777252197152], [133.796112060547, -11.728056907653809], [134.19082641601597, -12.032499313354379], [134.69059753417991, -11.962548255920183], [135.22138977050838, -12.305833816528207], [135.65611267089866, -12.03805637359602], [136.22148132324264, -12.461558341979753], [136.41589355468818, -11.956936836242448], [136.66770935058628, -12.28151798248274], [136.92858886718818, -12.282802581786996], [136.47692871093818, -12.831954002380144], [136.47579956054722, -13.23412799835205], [136.14288330078148, -13.125226020812818], [135.8805541992191, -13.363334655761548], [136.03421020507858, -13.714584350585938], [135.88031005859443, -14.171915054321119], [135.3929138183596, -14.808147430419751], [135.47166442871116, -14.972222328186035], [136.24055480957077, -15.417777061462289], [136.72694396972668, -15.932498931884652], [137.00027465820358, -15.870833396911564], [137.7333068847663, -16.238658905029126], [138.32167053222702, -16.749721527099496], [139.01119995117233, -16.896949768066293], [139.2377014160162, -17.318742752075025], [139.98817443847702, -17.707103729247933], [140.5955505371096, -17.5966663360594], [140.88528442382835, -17.379999160766545], [141.43190002441418, -16.07555770874012], [141.37722778320312, -15.918888092041016], [141.6644439697268, -15.028056144714355], [141.46562194824253, -13.879884719848633], [141.6916656494144, -13.238332748412972], [141.58177185058628, -12.997583389282], [141.82347106933628, -12.602352142333757], [141.5916595458989, -12.563888549804517], [141.9310607910162, -12.074161529540845], [142.1623687744144, -10.928826332092115], [142.4373321533203, -10.709269523620378], [142.78642272949264, -11.075009346008017], [142.85377502441452, -11.836962699889966], [143.1850128173828, -11.99255084991438], [143.07695007324253, -12.33222198486311], [143.4386138916019, -12.611945152282487], [143.58604431152378, -13.545646667480355], [143.54367065429722, -13.794609069824162], [143.78234863281273, -14.403530120849553], [144.03195190429722, -14.481389999389648], [144.49499511718795, -14.164443969726506], [144.68350219726597, -14.552289009094125], [145.35444641113327, -14.981389045715275], [145.24888610839855, -15.416389465331918], [145.46472167968795, -16.04194259643549], [145.41305541992233, -16.467500686645337], [145.7741699218751, -16.870277404784986], [146.1497192382816, -17.649444580078125], [146.00582885742233, -18.13333320617653], [146.33972167968773, -18.52666664123518], [146.28639221191452, -18.8866672515868], [146.88833618164108, -19.30500030517578], [147.45195007324264, -19.40527725219704], [147.67138671875034, -19.827777862548714], [147.82638549804733, -19.711109161376896], [148.44305419921898, -20.171388626098633], [148.75296020507824, -20.259174346923828], [148.6631317138673, -20.58735275268532], [149.22962951660202, -21.071626663207894], [149.2838745117191, -21.485456466674805], [149.48516845703148, -21.576011657714844], [149.59800720214878, -22.282211303710767], [150.04277038574253, -22.659999847411996], [150.05999755859398, -22.129999160766488], [150.83139038085983, -22.681110382079908], [150.7497253417971, -23.131944656371957], [150.92420959472713, -23.621051788329908], [151.23445129394577, -23.48250007629383], [151.17443847656284, -23.816944122314283], [151.94471740722668, -24.24138832092285], [152.1127777099614, -24.593055725097656], [152.47886657714878, -24.83948707580555], [152.87861633300815, -25.614444732665845], [153.18055725097656, -25.947221755981445], [153.06277465820335, -26.29805564880371], [153.25799560546875, -27.481246948242017], [153.58610534668026, -28.256944656371843], [153.60610961914097, -28.84250068664528], [153.35000610351585, -29.280555725097656], [153.33004760742233, -29.686622619628906], [153.04391479492233, -30.470350265502702], [152.9313964843751, -31.4763889312743], [152.42875671386741, -32.20500946044888], [152.53451538086006, -32.44185638427723], [151.79222106933628, -32.894165039062386], [151.30647277832054, -33.5562934875486], [151.2486114501953, -34.00249862670876], [150.92948913574253, -34.31462478637678], [150.76028442382858, -35.16027832031227], [150.53027343750068, -35.227500915527116], [150.1863708496096, -35.82646942138655], [149.9136352539066, -36.94829177856428], [149.97860717773483, -37.501945495605355], [149.49610900878974, -37.76777648925781], [147.71795654296932, -37.8395919799803], [146.88862609863315, -38.63125991821266], [146.4780883789067, -38.80470657348633], [146.37518310546932, -39.13632202148415], [146.04620361328148, -38.810886383056356], [145.41915893554733, -38.51249694824219], [145.34707641601597, -38.21464920043917], [145.02516174316463, -38.4773063659668], [144.96769714355503, -37.85768890380831], [143.55400085449253, -38.8574981689452], [142.37310791015648, -38.34942626953108], [141.69389343261764, -38.26194381713856], [141.54306030273472, -38.43333435058577], [140.98944091796898, -38.06000137329079], [140.37612915039108, -37.898864746093636], [139.74028015136776, -37.18166732788063], [139.7838897705085, -36.4594459533688], [139.38471984863315, -35.84527587890619], [139.02439880371128, -35.597156524657976], [139.26092529296875, -35.32852172851551], [138.52592468261741, -35.641735076904126], [138.15652465820358, -35.658500671386605], [138.4392242431644, -35.352210998535156], [138.54277038574241, -34.75722122192366], [138.09333801269554, -34.13666534423811], [137.64273071289062, -35.166755676269304], [136.82833862304744, -35.248306274413835], [137.00933837890682, -34.89697647094715], [137.44526672363327, -34.914314270019304], [137.60009765625023, -33.87707519531233], [137.94528198242244, -33.50729370117176], [138.04412841796898, -33.11187744140602], [137.75862121582077, -32.55057907104481], [137.78681945800804, -32.997779846191406], [137.45312500000034, -33.13580322265602], [137.21333312988327, -33.66249847412092], [136.59138488769565, -33.900554656982195], [135.94009399414085, -34.520954132079964], [135.68313598632847, -34.94722366332985], [135.39254760742233, -34.637466430663835], [135.2514801025394, -33.98181533813454], [134.8612670898441, -33.64462280273426], [134.80230712890625, -33.328491210937386], [134.31697082519554, -33.19455718994118], [134.06015014648472, -32.72311782836897], [134.29043579101585, -32.693054199218636], [133.60168457031273, -32.084716796874716], [133.14059448242256, -32.17803192138649], [132.78247070312557, -31.95990180969227], [132.27221679687534, -32.034442901611214], [131.14385986328182, -31.46378517150856], [130.77691650390648, -31.60822868347168], [130.2750244140625, -31.57440185546875], [128.89476013183616, -31.71849632263161], [128.05679321289097, -32.06385040283203], [127.22171783447334, -32.27552413940418], [126.20362854003918, -32.23170852661127], [124.12693786621116, -33.13172531127918], [123.97805786132858, -33.55250167846668], [123.54661560058639, -33.935813903808594], [122.01626586914085, -33.83501052856445], [120.04750061035179, -33.92139053344715], [119.6016464233403, -34.13013458251942], [119.27444458007835, -34.523612976074105], [118.90561676025436, -34.467098236083814], [118.39778137207031, -34.878612518310376], [117.67555236816429, -35.044723510742074], [116.62889099121128, -35.06083297729481], [115.58658599853538, -34.42669677734352], [115.02333068847713, -34.25222396850586], [115.00472259521496, -33.529724121093466], [115.30839538574264, -33.65411376953119], [115.68025970459007, -33.301479339599496], [115.60888671875057, -32.66388702392561], [115.7744445800787, -32.196109771728345], [115.68611145019565, -31.65388870239235], [115.15528106689453, -30.719167709350472], [115.02111053466842, -30.31777763366688], [114.99361419677757, -29.47944450378418], [114.59662628173828, -28.612222671508675], [114.17661285400425, -28.113674163818132], [114.09895324707054, -27.49200248718239], [113.78305816650436, -26.93083381652815], [113.32802581787143, -26.434984207153207], [113.42888641357467, -26.137777328491154], [113.6600036621096, -26.667499542235987], [113.8649978637701, -26.309999465942383], [113.58027648925804, -26.0963897705077], [113.50250244140636, -25.507499694824105], [113.9166641235355, -25.980831146240064], [113.97499847412143, -26.34683227539051], [114.23847961425804, -26.2844944000243], [114.26472473144565, -25.895555496215593], [114.00027465820335, -25.607778549194222], [113.62693786621128, -24.75201416015608], [113.40743255615291, -24.485681533813363], [113.47044372558639, -23.898525238036882], [113.78041839599655, -23.47160911560036], [113.82873535156284, -23.039289474487248], [113.65361022949253, -22.57833480834927], [113.99561309814453, -21.8745307922361], [114.15528106689487, -22.524723052978516], [114.35501861572288, -22.499166488647347], [114.64469909668003, -21.850889205932447], [115.27999877929756, -21.59583282470686], [115.9202804565432, -21.076389312744084], [116.64241790771553, -20.70411491394043], [117.7740631103519, -20.66378784179676], [118.1926727294923, -20.335369110107422], [118.82865905761753, -20.27754402160639], [119.21784973144577, -19.953462600707837], [119.57250213623081, -20.074443817138672], [120.94372558593784, -19.640014648437386], [121.49627685546909, -19.119079589843523], [121.72888183593795, -18.581298828124773], [122.36370849609409, -18.127197265624886], [122.21032714843795, -17.991394042968636], [122.15008544921909, -17.356689453124773], [122.46228027343795, -16.95611572265608]]], [[[142.80104064941406, -9.376838684081918], [142.7472686767578, -9.415566444396859], [142.74473571777378, -9.418585777282601], [142.662109375, -9.428190231323015], [142.65367126464866, -9.428190231323129], [142.59971618652355, -9.409579277038574], [142.60008239746116, -9.396608352660905], [142.6000213623047, -9.395412445068132], [142.80104064941406, -9.376838684081918]]], [[[142.2943267822268, -9.265646934509164], [142.29270935058594, -9.271047592163086], [142.29234313964844, -9.271853446960279], [142.2389068603519, -9.289390563964616], [142.2364501953125, -9.288117408752385], [142.23554992675804, -9.288052558898698], [142.2296142578125, -9.288076400756609], [142.13421630859375, -9.27056789398182], [142.2943267822268, -9.265646934509164]]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""AU""}}",Australia
AT,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[10.454459190368652, 47.55573654174805], [11.099564552307129, 47.394340515136946], [11.606663703918457, 47.58168792724615], [13.080794334411735, 47.687023162842024], [12.749175071716309, 48.10774993896496], [13.752629280090332, 48.55009841918968], [13.753601074218693, 48.55068969726557], [13.754095077514762, 48.55165100097656], [13.752740859985352, 48.55231094360346], [13.762844085693303, 48.5617485046389], [13.763154983520621, 48.561523437500284], [13.821821212768498, 48.61402130126953], [13.822321891784611, 48.61416244506836], [13.834974288940543, 48.7707633972168], [14.316417694091797, 48.54084014892601], [14.961677551269645, 48.76031112670921], [14.999051094055176, 49.01089477539091], [16.926317214965763, 48.62119674682634], [16.846248626709098, 48.35136032104515], [17.162361145019645, 48.00885772705078], [17.08592605590826, 47.711605072021484], [16.626554489135856, 47.75915908813482], [16.620845794677734, 47.757663726806754], [16.44849967956543, 47.04203796386719], [16.11104965209961, 46.87223815917969], [15.874670028686637, 46.721138000488395], [15.035034179687557, 46.6518440246582], [14.540969848632812, 46.4127769470216], [13.713724136352653, 46.52322006225597], [12.559069633484, 46.65792083740257], [12.124311447143555, 47.00744628906244], [11.164586067199764, 46.9681968688966], [11.00927925109869, 46.765209197998274], [10.472500801086369, 46.85797119140625], [9.608528137207145, 47.0617294311524], [9.533723831176815, 47.27172851562506], [9.561061859130916, 47.50240325927729], [10.454459190368652, 47.55573654174805]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""AT""}}",Austria
AZ,"{""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[46.13686370849615, 38.83484268188499], [45.43636322021479, 38.998386383056754], [44.82022094726568, 39.62520980834961], [44.772602081298885, 39.7136497497558], [45.08194351196289, 39.78549957275408], [45.456829071045206, 39.504371643066406], [45.70893859863298, 39.60648727416992], [46.13686370849615, 38.83484268188499]]], [[[46.41800308227556, 41.90562438964855], [46.748703002929744, 41.86305618286133], [47.262393951416186, 41.324737548828296], [47.77384948730486, 41.19276428222656], [48.414409637451115, 41.62656784057634], [48.5051078796389, 41.86412048339844], [49.12327575683588, 41.277156829833984], [49.543399810791186, 40.63148880004883], [50.06267166137701, 40.59290313720703], [50.10720062255865, 40.36959075927757], [49.46900939941412, 40.17012405395525], [49.206256866455305, 39.09422683715843], [48.94931030273449, 39.16106033325224], [48.87938690185547, 38.43700027465826], [48.63203430175787, 38.402408599853516], [48.01350021362322, 38.90457916259771], [48.3687477111817, 39.010719299316406], [48.37463378906244, 39.37076950073242], [47.99076080322271, 39.69631576538086], [46.852722167969034, 39.13962173461937], [46.54723739624029, 38.872734069824276], [46.62765121459961, 39.22427368164074], [45.80618667602545, 39.93095016479492], [45.97721481323259, 40.21289443969749], [45.43578720092779, 40.51401901245134], [45.57003402709961, 40.82451248168945], [45.00405502319347, 41.30142211914057], [45.30687332153343, 41.46811294555687], [45.943916320800724, 41.180404663086165], [46.62390518188482, 41.05667877197294], [46.72135925292986, 41.28690719604515], [46.24780654907255, 41.6547546386721], [46.41800308227556, 41.90562438964855]]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""AZ""}}",Azerbaijan
BS,"{""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-73.02430725097656, 21.33819580078125], [-73.1626358032226, 20.964305877685774], [-73.70263671874994, 21.017639160156477], [-73.02430725097656, 21.33819580078125]]], [[[-77.59847259521479, 24.211805343628157], [-77.50430297851562, 23.897638320922965], [-77.80180358886713, 23.839025497436467], [-77.59847259521479, 24.211805343628157]]], [[[-78.19819641113281, 25.206249237060774], [-78.02097320556629, 25.173471450805778], [-77.71514129638672, 24.487363815307617], [-78.04708099365229, 24.269306182861328], [-78.46125030517572, 24.599582672119254], [-78.18458557128906, 24.905416488647575], [-78.19819641113281, 25.206249237060774]]], [[[-77.2604141235351, 26.483194351196516], [-77.2484741210937, 26.49541664123541], [-77.23513793945307, 26.49458312988304], [-77.2604141235351, 26.483194351196516]]], [[[-77.06375122070307, 26.551250457763672], [-77.18043518066406, 25.857639312744197], [-77.16513824462885, 26.497915267944506], [-77.06375122070307, 26.551250457763672]]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""BS""}}",Bahamas
BH,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[50.27466964721697, 26.207361221313704], [50.275188446045036, 26.208194732666243], [50.622360229492415, 26.215694427490348], [50.566806793213175, 25.80569458007824], [50.27466964721697, 26.207361221313704]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""BH""}}",Bahrain
BD,"{""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[90.30820465087919, 22.366670608520508], [90.37829589843767, 22.084180831909407], [90.02219390869158, 21.89274024963379], [90.30820465087919, 22.366670608520508]]], [[[90.5158462524414, 22.582088470458984], [90.60583496093767, 22.28750038146967], [90.39086151123064, 22.088180541992188], [90.5158462524414, 22.582088470458984]]], [[[90.44109344482428, 22.75694465637207], [89.99843597412115, 21.996549606323242], [90.17805480957031, 22.622777938842773], [90.44109344482428, 22.75694465637207]]], [[[90.45249938964861, 22.89361190795921], [90.86666870117193, 22.43611145019554], [90.59812164306669, 22.0477809906007], [90.6601867675783, 22.553041458130053], [90.45249938964861, 22.89361190795921]]], [[[92.22418212890636, 21.125551223754883], [92.32833099365229, 20.745559692382812], [91.855278015137, 21.516746520996094], [91.91600799560564, 21.864530563354606], [91.69444274902366, 22.509452819824332], [91.29894256591791, 22.741069793701286], [91.07416534423851, 22.49916648864746], [90.84610748291044, 22.669166564941406], [90.6144104003908, 23.221033096313704], [89.95508575439453, 21.943744659424055], [89.92207336425781, 22.3953914642334], [89.47584533691435, 22.77159881591797], [89.30388641357439, 22.22027778625494], [88.99710083007841, 22.285064697265852], [88.93650817871111, 22.61913681030296], [88.93457031250011, 22.621492385864258], [88.93194580078142, 22.645549774169865], [88.91346740722656, 23.229999542236328], [88.5642166137697, 23.71478271484375], [88.73757171630876, 24.267549514770508], [88.3277359008789, 24.386751174926758], [88.0128173828125, 24.671131134033487], [88.44384002685564, 25.194890975952205], [88.92302703857428, 25.167129516601676], [88.09372711181646, 25.929599761963175], [88.48324584960943, 26.46110916137718], [89.10092926025408, 26.39426994323742], [89.17346191406256, 26.128999710083235], [89.8860702514649, 25.94358825683605], [89.84739685058622, 25.310251235962028], [90.45497894287126, 25.14443016052246], [92.0655517578125, 25.190031051635742], [92.23089599609392, 24.499694824218977], [91.88830566406244, 24.137084960937727], [91.37548828125, 24.10748291015642], [91.1691284179688, 23.595275878906364], [91.33033752441412, 23.15767288208002], [91.61871337890648, 22.944150924682617], [91.94230651855486, 23.681808471679915], [92.26850128173828, 23.72861099243164], [92.53174591064459, 22.65614128112793], [92.60968017578142, 21.976837158203352], [92.67366027832037, 21.29128074646019], [92.38884735107422, 21.47035026550293], [92.22418212890636, 21.125551223754883]]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""BD""}}",Bangladesh
BB,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-59.61430740356445, 13.335140228271541], [-59.41930389404297, 13.15597152709978], [-59.61319351196289, 13.079306602478141], [-59.61430740356445, 13.335140228271541]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""BB""}}",Barbados
BY,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[31.78960609436041, 52.108219146728686], [30.951120376586914, 52.0784797668457], [30.520992279052678, 51.662387847900504], [30.657110214233455, 51.33758544921898], [29.730228424072436, 51.52905654907238], [29.3245468139649, 51.40196228027355], [28.82510566711437, 51.54280471801786], [27.230190277099894, 51.60236358642584], [27.193468093872127, 51.78728485107422], [25.284065246582145, 51.98341369628929], [24.386892318725813, 51.910644531250284], [23.625732421875057, 51.514190673828125], [23.641912460327205, 52.098068237304915], [23.219358444213867, 52.225780487060604], [23.91961669921875, 52.667659759521484], [23.918392181396484, 53.136386871338004], [23.51655769348156, 53.94693756103527], [24.36614418029785, 53.892757415771484], [25.528783798217773, 54.313205718994254], [25.856309890747184, 54.92466735839838], [26.84631156921398, 55.305721282958984], [26.46783447265625, 55.33956527709972], [26.638380050659237, 55.66371917724621], [27.591962814331055, 55.78184890747076], [28.151191711425895, 56.16106414794922], [28.72923851013195, 55.96694183349632], [29.43580818176298, 55.966442108154524], [30.933801651001204, 55.634067535400675], [31.021066665649585, 55.03728866577143], [30.76061058044428, 54.81175231933588], [31.21398353576666, 54.65038299560541], [31.33005714416521, 54.26089096069359], [31.884344100952205, 54.05014038085932], [31.76195335388195, 53.802730560302734], [32.465030670166016, 53.737861633300895], [32.74189376831066, 53.33273315429699], [32.17008209228521, 53.08679962158203], [31.428953170776538, 53.19543838500999], [31.78960609436041, 52.108219146728686]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""BY""}}",Belarus
BE,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[6.036703586578483, 50.72349166870117], [6.351259231567383, 50.488265991211165], [6.138388156890869, 50.134075164794865], [5.8591160774231525, 50.06171035766607], [5.815077304840031, 49.545166015625114], [5.430971622467098, 49.592384338379134], [4.694599151611328, 49.99649810791033], [4.140979290008545, 49.978805541992415], [4.220833778381461, 50.25430297851591], [2.90043044090271, 50.69328689575207], [2.5974445343018147, 50.9924697875976], [3.3607819080352783, 51.36763763427746], [3.9020969867707436, 51.198947906494084], [4.216015815734806, 51.37023925781256], [4.2211580276490395, 51.37612915039085], [4.93606805801403, 51.397499084472884], [5.858759880066032, 51.14596176147478], [5.691102027893066, 50.761138916015625], [6.036703586578483, 50.72349166870117]]]}, ""type"": ""Feature"", ""properties"": {""alpha-2"": ""BE""}}",Belgium
