count,country,day,issue,language,month
3,NG,2017-10-23,climate change,en,2017-10
1,FJ,2017-10-23,climate change,en,2017-10
7,MX,2017-10-23,biodiversity,es,2017-10
7,MX,2017-10-23,ecology,es,2017-10
39,MX,2017-10-23,climate change,es,2017-10
18,SG,2017-10-23,climate change,en,2017-10
1,CL,2017-10-23,ecology,es,2017-10
1,CL,2017-10-23,sustainability,es,2017-10
2,CL,2017-10-23,climate change,es,2017-10
9,DE,2017-10-23,climate change,en,2017-10
152,US,2017-10-23,extinction,en,2017-10
2,AR,2017-10-23,deforestation,es,2017-10
17,ES,2017-10-23,biodiversity,es,2017-10
11,ZA,2017-10-23,climate change,en,2017-10
1,US,2017-10-23,species diversity,en,2017-10
17,IN,2017-10-23,climate change,en,2017-10
4,IN,2017-10-23,extinction,en,2017-10
2,ZA,2017-10-23,extinction,en,2017-10
16,US,2017-10-23,biosphere,en,2017-10
12,FR,2017-10-23,climate change,en,2017-10
1,UG,2017-10-23,climate change,en,2017-10
2,CN,2017-10-23,ecology,en,2017-10
4,MY,2017-10-23,climate change,en,2017-10
3,PK,2017-10-23,climate change,en,2017-10
6,US,2017-10-23,deforestation,es,2017-10
29,US,2017-10-23,biodiversity,es,2017-10
3,PA,2017-10-23,climate change,es,2017-10
1,NI,2017-10-23,deforestation,es,2017-10
4,NI,2017-10-23,climate change,es,2017-10
3,NZ,2017-10-23,ecology,en,2017-10
2,FR,2017-10-23,biosphere,fr,2017-10
19,FR,2017-10-23,ecology,fr,2017-10
22,FR,2017-10-23,extinction,en,2017-10
26,GB,2017-10-23,sustainability,en,2017-10
3,NI,2017-10-23,biodiversity,es,2017-10
2,NI,2017-10-23,protected area,es,2017-10
2,CN,2017-10-23,climate change,en,2017-10
2,ID,2017-10-23,climate change,en,2017-10
9,US,2017-10-23,subspecies,en,2017-10
3,US,2017-10-23,subspecies,ro,2017-10
4,ID,2017-10-23,biodiversity,en,2017-10
1,AR,2017-10-23,sustainability,en,2017-10
1,HK,2017-10-23,protected area,en,2017-10
1,BE,2017-10-23,climate change,en,2017-10
4,DE,2017-10-23,deforestation,en,2017-10
8,US,2017-10-23,protected area,en,2017-10
1,BO,2017-10-23,biodiversity,es,2017-10
4,HK,2017-10-23,climate change,en,2017-10
15,AE,2017-10-23,sustainability,en,2017-10
5,AE,2017-10-23,climate change,en,2017-10
11,GB,2017-10-23,endangered species,en,2017-10
9,RU,2017-10-23,ecology,en,2017-10
1,ME,2017-10-23,ecology,en,2017-10
1,AE,2017-10-23,ecology,en,2017-10
1,MD,2017-10-23,deforestation,es,2017-10
1,MD,2017-10-23,extinction,es,2017-10
1,JP,2017-10-23,endangered species,ja,2017-10
1,JP,2017-10-23,extinction,ja,2017-10
2,NG,2017-10-23,sustainability,en,2017-10
6,FR,2017-10-23,desertification,fr,2017-10
4,IE,2017-10-23,biodiversity,es,2017-10
1,IE,2017-10-23,ecology,es,2017-10
3,US,2017-10-23,genetic diversity,en,2017-10
11,FR,2017-10-23,sustainability,en,2017-10
9,US,2017-10-23,ecology,es,2017-10
66,US,2017-10-23,climate change,es,2017-10
1,MX,2017-10-23,deforestation,es,2017-10
1,SA,2017-10-23,sustainability,en,2017-10
3,CH,2017-10-23,climate change,en,2017-10
3,AU,2017-10-23,subspecies,en,2017-10
1,AU,2017-10-23,subspecies,ro,2017-10
2,UA,2017-10-23,extinction,en,2017-10
1,ZA,2017-10-23,endangered species,en,2017-10
16,AU,2017-10-23,sustainability,en,2017-10
32,CA,2017-10-23,climate change,en,2017-10
121,ES,2017-10-23,climate change,es,2017-10
3,IN,2017-10-23,ecology,en,2017-10
6,ZA,2017-10-23,sustainability,en,2017-10
3,DK,2017-10-23,sustainability,en,2017-10
2,TZ,2017-10-23,biodiversity,en,2017-10
2,IL,2017-10-23,climate change,en,2017-10
2,KZ,2017-10-23,ecology,en,2017-10
2,RU,2017-10-23,sustainability,en,2017-10
4,KE,2017-10-23,climate change,en,2017-10
3,PH,2017-10-23,sustainability,en,2017-10
1,PH,2017-10-23,climate change,en,2017-10
2,AR,2017-10-23,biodiversity,es,2017-10
5,ID,2017-10-23,climate change,in,2017-10
1,ZA,2017-10-23,protected area,en,2017-10
4,NL,2017-10-23,climate change,en,2017-10
6,ZA,2017-10-23,biodiversity,en,2017-10
1,TV,2017-10-23,ecology,en,2017-10
1,TV,2017-10-23,sustainability,en,2017-10
2,MY,2017-10-23,sustainability,en,2017-10
2,DK,2017-10-23,climate change,en,2017-10
11,DE,2017-10-23,sustainability,en,2017-10
1,CH,2017-10-23,deforestation,fr,2017-10
2,CO,2017-10-23,sustainability,en,2017-10
1,JP,2017-10-23,ecology,en,2017-10
2,DE,2017-10-23,extinction,en,2017-10
12,US,2017-10-23,desertification,en,2017-10
2,NL,2017-10-23,biodiversity,en,2017-10
2,ZW,2017-10-23,climate change,en,2017-10
2,NZ,2017-10-23,biodiversity,en,2017-10
1,NL,2017-10-23,ecology,en,2017-10
1,KS,2017-10-23,sustainability,en,2017-10
1,KR,2017-10-23,sustainability,en,2017-10
5,FR,2017-10-23,sustainability,fr,2017-10
20,FR,2017-10-23,climate change,fr,2017-10
2,NA,2017-10-23,deforestation,en,2017-10
1,NA,2017-10-23,climate change,en,2017-10
1,NA,2017-10-23,protected area,en,2017-10
1,ES,2017-10-23,species diversity,es,2017-10
2,ES,2017-10-23,deforestation,es,2017-10
120,ES,2017-10-23,extinction,es,2017-10
1,TH,2017-10-23,sustainability,en,2017-10
2,US,2017-10-23,endemic species,en,2017-10
4,CA,2017-10-23,biodiversity,en,2017-10
1,CA,2017-10-23,protected area,en,2017-10
4,IE,2017-10-23,climate change,en,2017-10
1,GR,2017-10-23,ecology,en,2017-10
2,GR,2017-10-23,ecology,el,2017-10
1,US,2017-10-23,natural capital,en,2017-10
6,CA,2017-10-23,endangered species,en,2017-10
10,US,2017-10-23,invasive species,en,2017-10
8,US,2017-10-23,natural capital,es,2017-10
2,PG,2017-10-23,deforestation,en,2017-10
1,FR,2017-10-23,ecosystem service,en,2017-10
1,PY,2017-10-23,deforestation,es,2017-10
1,MM,2017-10-23,ecology,en,2017-10
1,IN,2017-10-23,invasive species,en,2017-10
2,NG,2017-10-23,ecology,en,2017-10
1,IT,2017-10-23,invasive species,en,2017-10
2,CA,2017-10-23,ecology,en,2017-10
8,FR,2017-10-23,biodiversity,en,2017-10
1,FR,2017-10-23,ecology,en,2017-10
1,PR,2017-10-23,climate change,en,2017-10
1,ME,2017-10-23,endangered species,en,2017-10
2,NG,2017-10-23,extinction,en,2017-10
1,PK,2017-10-23,sustainability,en,2017-10
12,CA,2017-10-23,extinction,en,2017-10
23,US,2017-10-23,sustainability,es,2017-10
2,NL,2017-10-23,sustainability,en,2017-10
21,NL,2017-10-23,sustainability,nl,2017-10
100,ES,2017-10-23,sustainability,es,2017-10
1,MX,2017-10-23,ecology,en,2017-10
1,BE,2017-10-23,ecology,en,2017-10
1,DE,2017-10-23,biodiversity,es,2017-10
1,DE,2017-10-23,deforestation,es,2017-10
8,DE,2017-10-23,sustainability,es,2017-10
10,DE,2017-10-23,climate change,es,2017-10
6,FR,2017-10-23,deforestation,en,2017-10
1,FR,2017-10-23,ocean acidification,en,2017-10
1,FR,2017-10-23,protected area,en,2017-10
1,US,2017-10-23,ecosystem service,en,2017-10
1,NL,2017-10-23,protected area,en,2017-10
4,SG,2017-10-23,extinction,en,2017-10
1,BG,2017-10-23,sustainability,en,2017-10
7,GB,2017-10-23,ecology,en,2017-10
2,IN,2017-10-23,deforestation,en,2017-10
1,IE,2017-10-23,endangered species,en,2017-10
42,DE,2017-10-23,sustainability,de,2017-10
1,NZ,2017-10-23,invasive species,en,2017-10
1,AM,2017-10-23,ecology,en,2017-10
5,US,2017-10-23,ocean acidification,en,2017-10
3,VN,2017-10-23,climate change,en,2017-10
1,TW,2017-10-23,sustainability,en,2017-10
1,TW,2017-10-23,climate change,en,2017-10
1,US,2017-10-23,extinction,in,2017-10
1,FM,2017-10-23,ecology,en,2017-10
1,LU,2017-10-23,climate change,en,2017-10
10,US,2017-10-23,biosphere,es,2017-10
8,US,2017-10-23,protected area,es,2017-10
5,NZ,2017-10-23,sustainability,en,2017-10
11,ES,2017-10-23,ecology,es,2017-10
4,AU,2017-10-23,ecology,en,2017-10
1,TR,2017-10-23,climate change,en,2017-10
2,TH,2017-10-23,biodiversity,en,2017-10
3,GB,2017-10-23,ocean acidification,en,2017-10
2,IN,2017-10-23,biodiversity,en,2017-10
1,IN,2017-10-23,sustainability,en,2017-10
4,NZ,2017-10-23,extinction,en,2017-10
1,NL,2017-10-23,endangered species,en,2017-10
2,NL,2017-10-23,biosphere,en,2017-10
2,NL,2017-10-23,deforestation,en,2017-10
1,EE,2017-10-23,climate change,en,2017-10
1,FJ,2017-10-23,sustainability,en,2017-10
2,NI,2017-10-23,natural capital,es,2017-10
2,US,2017-10-23,ecology,nl,2017-10
1,CA,2017-10-23,invasive species,en,2017-10
2,ZW,2017-10-23,deforestation,en,2017-10
1,US,2017-10-23,deforestation,fr,2017-10
1,TK,2017-10-23,biodiversity,es,2017-10
5,AR,2017-10-23,biosphere,es,2017-10
1,PA,2017-10-23,deforestation,es,2017-10
7,LK,2017-10-23,sustainability,en,2017-10
2,VG,2017-10-23,extinction,en,2017-10
2,VU,2017-10-23,climate change,en,2017-10
1,VU,2017-10-23,sustainability,en,2017-10
2,LK,2017-10-23,biodiversity,en,2017-10
2,SK,2017-10-23,extinction,en,2017-10
1,IE,2017-10-23,sustainability,en,2017-10
1,PH,2017-10-23,ecology,en,2017-10
4,AU,2017-10-23,extinction,en,2017-10
2,IT,2017-10-23,sustainability,en,2017-10
2,GB,2017-10-23,biodiversity,en,2017-10
1,GB,2017-10-23,invasive species,en,2017-10
1,GB,2017-10-23,natural capital,en,2017-10
1,GB,2017-10-23,ecosystem service,en,2017-10
1,TT,2017-10-23,sustainability,en,2017-10
1,LU,2017-10-23,sustainability,en,2017-10
1,CU,2017-10-23,biodiversity,es,2017-10
1,QA,2017-10-23,sustainability,en,2017-10
2,PH,2017-10-23,biodiversity,en,2017-10
10,IE,2017-10-23,climate change,es,2017-10
1,SO,2017-10-23,climate change,en,2017-10
1,ZA,2017-10-23,ecology,en,2017-10
2,TH,2017-10-23,deforestation,en,2017-10
1,ZW,2017-10-23,endangered species,en,2017-10
2,ZW,2017-10-23,extinction,en,2017-10
2,CH,2017-10-23,sustainability,en,2017-10
1,AT,2017-10-23,ecology,en,2017-10
1,CU,2017-10-23,sustainability,en,2017-10
12,IT,2017-10-23,climate change,it,2017-10
1,CC,2017-10-23,sustainability,en,2017-10
5,MX,2017-10-23,biosphere,es,2017-10
1,US,2017-10-23,biodiversity,ar,2017-10
2,US,2017-10-23,extinction,ar,2017-10
27,US,2017-10-23,extinction,es,2017-10
4,AR,2017-10-23,climate change,es,2017-10
4,AR,2017-10-23,ecology,es,2017-10
7,AR,2017-10-23,extinction,es,2017-10
2,MX,2017-10-23,ecology,pt,2017-10
14,IT,2017-10-23,ecology,pt,2017-10
2,AR,2017-10-23,protected area,es,2017-10
3,CU,2017-10-23,climate change,es,2017-10
1,FR,2017-10-23,biodiversity,ar,2017-10
2,FR,2017-10-23,extinction,ar,2017-10
10,IR,2017-10-23,extinction,ar,2017-10
2,MX,2017-10-23,sustainability,es,2017-10
1,,2017-10-23,climate change,es,2017-10
6,PT,2017-10-23,ecology,pt,2017-10
5,CO,2017-10-23,sustainability,es,2017-10
3,CO,2017-10-23,extinction,es,2017-10
3,DE,2017-10-23,desertification,ar,2017-10
1,RU,2017-10-23,sustainability,es,2017-10
5,FR,2017-10-23,extinction,es,2017-10
1,TV,2017-10-23,climate change,es,2017-10
1,CU,2017-10-23,sustainability,es,2017-10
2,CA,2017-10-23,sustainability,es,2017-10
31,IT,2017-10-23,sustainability,it,2017-10
8,PT,2017-10-23,biodiversity,es,2017-10
8,PT,2017-10-23,biodiversity,pt,2017-10
2,PT,2017-10-23,endemic species,pt,2017-10
20,PT,2017-10-23,sustainability,pt,2017-10
2,GB,2017-10-23,extinction,ar,2017-10
3,DE,2017-10-23,extinction,es,2017-10
1,MD,2017-10-23,sustainability,es,2017-10
1,VE,2017-10-23,sustainability,es,2017-10
1,PS,2017-10-23,biodiversity,ar,2017-10
2,PS,2017-10-23,extinction,ar,2017-10
4,CA,2017-10-23,protected area,es,2017-10
1,CN,2017-10-23,climate change,es,2017-10
12,MX,2017-10-23,extinction,es,2017-10
11,IE,2017-10-23,extinction,es,2017-10
1,IE,2017-10-23,endangered species,es,2017-10
1,ES,2017-10-23,endemic species,es,2017-10
25,ES,2017-10-23,biosphere,es,2017-10
1,PR,2017-10-23,climate change,es,2017-10
2,RU,2017-10-23,extinction,ar,2017-10
1,GB,2017-10-23,desertification,ar,2017-10
1,IL,2017-10-23,sustainability,es,2017-10
2,FR,2017-10-23,ecology,pt,2017-10
9,IE,2017-10-23,sustainability,es,2017-10
2,TV,2017-10-23,sustainability,es,2017-10
1,UY,2017-10-23,extinction,es,2017-10
10,IT,2017-10-23,biosphere,es,2017-10
1,CO,2017-10-23,desertification,es,2017-10
1,MX,2017-10-23,endangered species,es,2017-10
1,MX,2017-10-23,endemic species,es,2017-10
75,IR,2017-10-23,ecology,fa,2017-10
2,FR,2017-10-23,desertification,ar,2017-10
4,IR,2017-10-23,biodiversity,fa,2017-10
15,CO,2017-10-23,climate change,es,2017-10
2,FR,2017-10-23,climate change,es,2017-10
2,PY,2017-10-23,sustainability,es,2017-10
1,FR,2017-10-23,sustainability,es,2017-10
1,EC,2017-10-23,extinction,es,2017-10
1,CL,2017-10-23,extinction,es,2017-10
1,US,2017-10-23,endangered species,es,2017-10
1,NI,2017-10-23,extinction,es,2017-10
2,SV,2017-10-23,extinction,es,2017-10
2,GB,2017-10-23,climate change,es,2017-10
1,DE,2017-10-23,ecology,es,2017-10
2,ES,2017-10-23,desertification,es,2017-10
2,IE,2017-10-23,ecology,pt,2017-10
1,PE,2017-10-23,extinction,es,2017-10
1,DK,2017-10-23,sustainability,es,2017-10
1,ES,2017-10-23,biodiversity,pt,2017-10
1,PE,2017-10-23,ecology,es,2017-10
2,BR,2017-10-23,ecology,pt,2017-10
1,SA,2017-10-23,desertification,ar,2017-10
2,ES,2017-10-23,ecology,pt,2017-10
35,BR,2017-10-23,biodiversity,es,2017-10
35,BR,2017-10-23,biodiversity,pt,2017-10
19,BR,2017-10-23,extinction,pt,2017-10
1,UY,2017-10-23,climate change,es,2017-10
1,CH,2017-10-23,climate change,es,2017-10
4,ES,2017-10-23,natural capital,es,2017-10
11,IT,2017-10-23,biodiversity,it,2017-10
5,PT,2017-10-23,extinction,pt,2017-10
5,KR,2017-10-23,extinction,ko,2017-10
5,KR,2017-10-23,biodiversity,ko,2017-10
2,KR,2017-10-23,ecosystem service,ko,2017-10
18,BR,2017-10-23,deforestation,pt,2017-10
1,CV,2017-10-23,desertification,pt,2017-10
1,KR,2017-10-23,ecology,ko,2017-10
5,US,2017-10-23,climate change,ar,2017-10
15,BR,2017-10-23,sustainability,pt,2017-10
4,FR,2017-10-23,climate change,ar,2017-10
9,US,2017-10-23,biodiversity,pt,2017-10
7,US,2017-10-23,deforestation,pt,2017-10
1,KR,2017-10-23,climate change,ko,2017-10
1,KS,2017-10-23,ecology,ko,2017-10
1,IR,2017-10-23,climate change,ar,2017-10
2,KS,2017-10-23,extinction,ko,2017-10
9,PT,2017-10-23,desertification,pt,2017-10
1,CA,2017-10-23,biodiversity,es,2017-10
1,CA,2017-10-23,biodiversity,pt,2017-10
1,US,2017-10-23,extinction,pt,2017-10
1,AE,2017-10-23,sustainability,ar,2017-10
1,AE,2017-10-23,climate change,ar,2017-10
1,GB,2017-10-23,climate change,ar,2017-10
1,IE,2017-10-23,biodiversity,pt,2017-10
1,TV,2017-10-23,climate change,ar,2017-10
2,UA,2017-10-23,ecology,tr,2017-10
14,TR,2017-10-23,ecology,tr,2017-10
4,US,2017-10-23,sustainability,pt,2017-10
2,DE,2017-10-23,ecology,tr,2017-10
12,PT,2017-10-23,climate change,pt,2017-10
1,GB,2017-10-23,extinction,th,2017-10
1,TR,2017-10-23,biodiversity,tr,2017-10
2,AO,2017-10-23,sustainability,pt,2017-10
1,TH,2017-10-23,sustainability,th,2017-10
1,TH,2017-10-23,wildlife trade,th,2017-10
74,US,2017-10-23,biosphere,in,2017-10
4,US,2017-10-23,climate change,fr,2017-10
2,ID,2017-10-23,biodiversity,in,2017-10
12,ID,2017-10-23,ecology,in,2017-10
28,TR,2017-10-23,climate change,tr,2017-10
2,US,2017-10-23,biodiversity,fr,2017-10
4,RO,2017-10-23,ecology,nl,2017-10
60,RO,2017-10-23,keystone species,ro,2017-10
22,FR,2017-10-23,biodiversity,fr,2017-10
10,FR,2017-10-23,ecology,nl,2017-10
15,CO,2017-10-23,biosphere,in,2017-10
3,BE,2017-10-23,ecology,fr,2017-10
1,MU,2017-10-23,sustainability,fr,2017-10
3,DE,2017-10-23,biosphere,in,2017-10
2,BE,2017-10-23,biodiversity,fr,2017-10
1,BE,2017-10-23,subspecies,fr,2017-10
1,DE,2017-10-23,sustainability,fr,2017-10
11,TR,2017-10-23,sustainability,tr,2017-10
4,US,2017-10-23,sustainability,tr,2017-10
1,CH,2017-10-23,climate change,fr,2017-10
4,BE,2017-10-23,climate change,fr,2017-10
2,CA,2017-10-23,climate change,fr,2017-10
4,BE,2017-10-23,ecology,nl,2017-10
3,BE,2017-10-23,sustainability,nl,2017-10
1,SG,2017-10-23,biosphere,in,2017-10
2,DE,2017-10-23,climate change,tr,2017-10
2,DE,2017-10-23,biodiversity,fr,2017-10
3,US,2017-10-23,climate change,tr,2017-10
1,US,2017-10-23,biodiversity,in,2017-10
1,TV,2017-10-23,sustainability,fr,2017-10
1,CH,2017-10-23,biodiversity,fr,2017-10
1,BE,2017-10-23,sustainability,fr,2017-10
1,US,2017-10-23,sustainability,fr,2017-10
6,NL,2017-10-23,ecology,nl,2017-10
1,NL,2017-10-23,sustainability,fr,2017-10
1,NL,2017-10-23,climate change,fr,2017-10
2,DE,2017-10-23,ecology,nl,2017-10
1,FR,2017-10-23,ocean acidification,fr,2017-10
1,RU,2017-10-23,climate change,tr,2017-10
1,FR,2017-10-23,protected area,fr,2017-10
1,CH,2017-10-23,ecology,fr,2017-10
1,MY,2017-10-23,biosphere,in,2017-10
6,SE,2017-10-23,ecology,in,2017-10
1,US,2017-10-23,sustainability,in,2017-10
2,PH,2017-10-23,sustainability,tl,2017-10
1,MY,2017-10-23,climate change,in,2017-10
1,SG,2017-10-23,climate change,in,2017-10
1,CO,2017-10-23,sustainability,in,2017-10
4,US,2017-10-23,ecology,in,2017-10
12,RU,2017-10-23,sustainability,ru,2017-10
1,KZ,2017-10-23,ecology,ru,2017-10
1,RU,2017-10-23,deforestation,ru,2017-10
2,RU,2017-10-23,subspecies,ru,2017-10
2,UA,2017-10-23,subspecies,ru,2017-10
23,RU,2017-10-23,ecology,ru,2017-10
1,RU,2017-10-23,keystone species,ru,2017-10
3,RU,2017-10-23,extinction,ru,2017-10
1,US,2017-10-23,biodiversity,it,2017-10
2,UA,2017-10-23,sustainability,ru,2017-10
1,DE,2017-10-23,extinction,ru,2017-10
3,IT,2017-10-23,desertification,it,2017-10
3,DE,2017-10-23,sustainability,ru,2017-10
1,FR,2017-10-23,extinction,it,2017-10
1,RU,2017-10-23,climate change,ru,2017-10
1,UA,2017-10-23,ecology,ru,2017-10
1,BY,2017-10-23,sustainability,ru,2017-10
5,IT,2017-10-23,extinction,it,2017-10
1,NL,2017-10-23,desertification,it,2017-10
1,EE,2017-10-23,ecology,ru,2017-10
1,ME,2017-10-23,desertification,it,2017-10
1,US,2017-10-23,subspecies,ru,2017-10
1,BZ,2017-10-23,ecology,ru,2017-10
1,DE,2017-10-23,climate change,ru,2017-10
1,BY,2017-10-23,ecology,ru,2017-10
1,IT,2017-10-23,invasive species,it,2017-10
1,IT,2017-10-23,endemic species,it,2017-10
6,US,2017-10-23,sustainability,hi,2017-10
1,ME,2017-10-23,climate change,it,2017-10
9,DE,2017-10-23,biodiversity,de,2017-10
2,US,2017-10-23,climate change,hi,2017-10
2,AT,2017-10-23,biodiversity,de,2017-10
2,AT,2017-10-23,species diversity,de,2017-10
1,VE,2017-10-23,climate change,it,2017-10
2,AT,2017-10-23,deforestation,de,2017-10
16,DE,2017-10-23,extinction,de,2017-10
10,DE,2017-10-23,biosphere,de,2017-10
1,DE,2017-10-23,sustainability,it,2017-10
1,AT,2017-10-23,extinction,de,2017-10
1,CH,2017-10-23,extinction,de,2017-10
3,DE,2017-10-23,ecology,de,2017-10
3,VE,2017-10-23,protected area,it,2017-10
6,IT,2017-10-23,protected area,it,2017-10
3,DE,2017-10-23,subspecies,de,2017-10
2,DE,2017-10-23,genetic diversity,de,2017-10
1,US,2017-10-23,sustainability,it,2017-10
2,CH,2017-10-23,biodiversity,de,2017-10
10,CH,2017-10-23,sustainability,de,2017-10
1,AT,2017-10-23,ecology,de,2017-10
1,RO,2017-10-23,climate change,it,2017-10
1,US,2017-10-23,desertification,hi,2017-10
1,CH,2017-10-23,sustainability,it,2017-10
1,IN,2017-10-23,climate change,hi,2017-10
1,CH,2017-10-23,ecology,de,2017-10
2,DE,2017-10-23,species diversity,de,2017-10
17,CN,2017-10-23,ecology,zh,2017-10
1,CC,2017-10-23,ecology,zh,2017-10
1,CC,2017-10-23,protected area,zh,2017-10
1,CN,2017-10-23,protected area,zh,2017-10
1,US,2017-10-23,biodiversity,zh,2017-10
8,AT,2017-10-23,sustainability,de,2017-10
1,UA,2017-10-23,sustainability,de,2017-10
2,US,2017-10-23,sustainability,de,2017-10
7,CN,2017-10-23,sustainability,zh,2017-10
2,TW,2017-10-23,ecology,zh_t,2017-10
1,US,2017-10-23,species diversity,de,2017-10
1,ES,2017-10-23,climate change,de,2017-10
1,CN,2017-10-23,climate change,zh,2017-10
1,US,2017-10-23,deforestation,de,2017-10
1,CH,2017-10-23,species diversity,de,2017-10
1,BE,2017-10-23,climate change,nl,2017-10
2,NL,2017-10-23,climate change,nl,2017-10
2,NL,2017-10-23,biodiversity,nl,2017-10
6,PL,2017-10-23,ecology,in,2017-10
9,PL,2017-10-23,ecology,pl,2017-10
1,PL,2017-10-23,extinction,pl,2017-10
2,SK,2017-10-23,ecology,in,2017-10
1,US,2017-10-23,biodiversity,fa,2017-10
3,CA,2017-10-23,ecology,fa,2017-10
3,US,2017-10-23,sustainability,fa,2017-10
11,US,2017-10-23,ecology,fa,2017-10
31,IR,2017-10-23,sustainability,fa,2017-10
1,CA,2017-10-23,biodiversity,fa,2017-10
1,IR,2017-10-23,keystone species,fa,2017-10
1,IR,2017-10-23,desertification,fa,2017-10
8,DE,2017-10-23,ecology,fa,2017-10
1,DE,2017-10-23,deforestation,fa,2017-10
6,DE,2017-10-23,sustainability,fa,2017-10
7,GB,2017-10-23,ecology,fa,2017-10
1,GB,2017-10-23,sustainability,fa,2017-10
2,AF,2017-10-23,ecology,fa,2017-10
1,AF,2017-10-23,desertification,ur,2017-10
7,PK,2017-10-23,deforestation,ur,2017-10
5,US,2017-10-23,sustainability,ur,2017-10
22,IR,2017-10-23,sustainability,ur,2017-10
8,PK,2017-10-23,sustainability,ur,2017-10
21,GR,2017-10-23,extinction,el,2017-10
2,PK,2017-10-23,desertification,ur,2017-10
1,PK,2017-10-23,subspecies,ur,2017-10
1,PK,2017-10-23,ecology,ur,2017-10
3,GR,2017-10-23,biodiversity,el,2017-10
1,GR,2017-10-23,endemic species,el,2017-10
1,GR,2017-10-23,protected area,el,2017-10
1,GR,2017-10-23,biosphere,el,2017-10
3,GB,2017-10-23,deforestation,ur,2017-10
3,IR,2017-10-23,desertification,ur,2017-10
1,NL,2017-10-23,extinction,el,2017-10
1,DE,2017-10-23,subspecies,ur,2017-10
1,US,2017-10-23,desertification,el,2017-10
2,US,2017-10-23,deforestation,ur,2017-10
2,US,2017-10-23,desertification,ur,2017-10
1,NO,2017-10-23,extinction,el,2017-10
1,US,2017-10-23,extinction,el,2017-10
1,FR,2017-10-23,climate change,ur,2017-10
1,GB,2017-10-23,ecology,ur,2017-10
2,TV,2017-10-23,deforestation,ur,2017-10
1,TV,2017-10-23,climate change,ur,2017-10
1,IR,2017-10-23,protected area,fa,2017-10
2,FR,2017-10-23,sustainability,ur,2017-10
1,IR,2017-10-23,deforestation,ur,2017-10
1,US,2017-10-23,ecology,ur,2017-10
1,GB,2017-10-23,desertification,ur,2017-10
1,FR,2017-10-23,desertification,ur,2017-10
8,SE,2017-10-23,climate change,sv,2017-10
1,US,2017-10-23,climate change,el,2017-10
2,GR,2017-10-23,climate change,el,2017-10
1,CY,2017-10-23,sustainability,el,2017-10
1,GR,2017-10-23,sustainability,el,2017-10
4,SE,2017-10-23,sustainability,sv,2017-10
2,SE,2017-10-23,endangered species,sv,2017-10
1,SE,2017-10-23,biodiversity,sv,2017-10
17,DK,2017-10-23,ecology,da,2017-10
1,FI,2017-10-23,biosphere,et,2017-10
1,FI,2017-10-23,biosphere,fi,2017-10
